timestamp,cpu_percent,memory_percent,memory_rss_mb,memory_available_gb,disk_usage_percent,active_threads,open_files,network_connections
1752382585.160063,11.7,74.1,805.71875,4.6637115478515625,24.5,14,0,1
1752382595.61818,8.5,74.0,806.625,4.6767578125,24.5,14,0,2
1752382604.899461,39.5,74.1,808.265625,4.6671142578125,24.5,14,0,3
1752382608.490297,4.3,73.8,809.296875,4.7187042236328125,24.5,14,0,4
1752382613.33462,1.8,73.7,810.203125,4.7389678955078125,24.5,14,0,4
1752382617.4777012,4.2,74.0,811.203125,4.6793975830078125,24.5,14,0,5
1752382623.113444,2.5,74.7,685.0,4.547515869140625,24.5,14,0,5
1752382626.893879,2.7,74.7,685.234375,4.554351806640625,24.5,14,0,6
1752382635.051177,2.6,75.3,685.84375,4.4449615478515625,24.5,14,0,6
